game_id,game_date,venue,venue_location,a_team_id,h_team_id,a_team_code,h_team_code,a_team_score,h_team_score,a_sog,h_sog,a_fo_win_perc,h_fo_win_perc,a_pp_perc,h_pp_perc,a_pim,h_pim,a_hits,h_hits,a_blocked_shots,h_blocked_shots,a_giveaways,h_giveaways,a_takeaways,h_takeaways,a_ppg,h_ppg,a_total_pp,h_total_pp
2025020447,2025-12-06,Lenovo Center,Raleigh,18,12,NSH,CAR,3,6,22,40,0.584416,0.415584,0.333333,0.333333,14,8,19,12,14,9,18,17,5,5,1,2,3,6
2025020448,2025-12-06,Scotiabank Saddledome,Calgary,68,20,UTA,CGY,0,2,28,23,0.350877,0.649123,0.0,0.0,7,9,22,20,14,19,17,11,4,8,0,0,2,1
2025020449,2025-12-06,Crypto.com Arena,Los Angeles,16,26,CHI,LAK,0,6,23,32,0.403509,0.596491,0.0,0.5,6,8,10,20,11,10,18,23,5,7,0,1,3,2
2025020450,2025-12-06,Rogers Place,Edmonton,52,22,WPG,EDM,2,6,21,27,0.463415,0.536585,0.0,1.0,4,4,36,9,6,12,12,16,5,2,0,1,1,1
2025020451,2025-12-06,Rogers Arena,Vancouver,30,23,MIN,VAN,2,4,30,21,0.366667,0.633333,0.333333,0.0,10,10,22,27,13,9,16,13,4,4,1,0,3,3
2025020452,2025-12-06,Climate Pledge Arena,Seattle,17,55,DET,SEA,4,3,25,27,0.555556,0.444444,1.0,0.0,6,4,19,17,25,20,14,8,7,6,1,0,1,2
2025020453,2025-12-07,Xfinity Mobile Arena,Philadelphia,21,4,COL,PHI,3,2,28,25,0.520833,0.479167,0.5,0.0,2,4,18,21,18,20,16,16,5,7,1,0,2,1
2025020454,2025-12-07,Amerant Bank Arena,Sunrise,2,13,NYI,FLA,1,4,21,30,0.489796,0.510204,0.0,0.0,6,6,23,18,16,16,13,12,4,6,0,0,1,1
2025020455,2025-12-07,Lenovo Center,Raleigh,28,12,SJS,CAR,4,1,23,29,0.507937,0.492063,0.5,0.333333,8,6,21,12,26,9,9,18,4,6,1,1,2,3
2025020456,2025-12-07,American Airlines Center,Dallas,5,25,PIT,DAL,2,3,29,23,0.531915,0.468085,0.0,0.0,2,4,26,17,19,20,13,23,5,5,0,0,2,1
2025020457,2025-12-07,Centre Bell,Montreal,19,8,STL,MTL,4,3,18,26,0.592593,0.407407,0.5,0.0,6,6,34,14,19,9,15,16,5,2,1,0,2,2
2025020458,2025-12-07,Madison Square Garden,New York,54,3,VGK,NYR,3,2,28,24,0.530612,0.469388,0.0,0.0,9,11,15,33,11,23,18,16,7,3,0,0,1,0
2025020459,2025-12-07,Capital One Arena,Washington,29,15,CBJ,WSH,0,2,39,38,0.47541,0.52459,0.0,0.0,8,6,12,16,7,11,17,15,5,4,0,0,3,4
2025020460,2025-12-07,Honda Center,Anaheim,16,24,CHI,ANA,1,7,20,53,0.482759,0.517241,0.5,0.4,10,4,15,15,10,8,17,12,5,4,1,2,2,5
2025020461,2025-12-08,Scotiabank Arena,Toronto,14,10,TBL,TOR,0,2,29,25,0.436364,0.563636,0.0,0.0,24,12,16,20,8,14,19,10,4,8,0,0,1,2
2025020462,2025-12-08,Delta Center,Salt Lake City,26,68,LAK,UTA,4,2,27,21,0.403509,0.596491,0.0,0.25,8,2,17,32,15,18,13,12,2,5,0,1,1,4
2025020463,2025-12-08,Scotiabank Saddledome,Calgary,7,20,BUF,CGY,4,7,29,28,0.471429,0.528571,0.333333,0.4,16,18,19,17,8,17,9,14,4,4,2,2,6,5
2025020464,2025-12-08,Rogers Arena,Vancouver,17,23,DET,VAN,4,0,21,39,0.5,0.5,0.0,0.0,6,4,15,27,23,7,17,12,5,3,0,0,2,3
2025020465,2025-12-08,Climate Pledge Arena,Seattle,30,55,MIN,SEA,4,1,29,24,0.44,0.56,0.0,0.333333,8,8,24,16,17,20,13,19,7,4,0,1,3,3
2025020466,2025-12-09,Centre Bell,Montreal,14,8,TBL,MTL,6,1,27,27,0.302326,0.697674,0.333333,0.25,17,15,27,24,16,18,10,14,4,3,1,1,3,4
2025020467,2025-12-09,Canadian Tire Centre,Ottawa,1,9,NJD,OTT,4,3,32,38,0.461538,0.538462,0.0,1.0,8,8,15,22,15,11,17,16,5,2,0,3,3,3
2025020468,2025-12-09,UBS Arena,Elmont,54,2,VGK,NYI,4,5,37,27,0.48,0.52,0.0,0.5,8,10,14,24,12,10,20,15,6,8,0,1,4,2
2025020469,2025-12-09,Xfinity Mobile Arena,Philadelphia,28,4,SJS,PHI,1,4,18,30,0.333333,0.666667,0.0,0.0,4,4,28,17,20,11,17,10,3,4,0,0,2,2
2025020470,2025-12-09,PPG Paints Arena,Pittsburgh,24,5,ANA,PIT,4,3,28,47,0.509091,0.490909,0.0,0.2,10,2,24,11,17,13,17,19,7,9,0,1,1,5
2025020471,2025-12-09,Lenovo Center,Raleigh,29,12,CBJ,CAR,1,4,24,32,0.392857,0.607143,0.333333,0.25,8,6,14,19,18,16,11,11,6,8,1,1,3,4
2025020472,2025-12-09,Enterprise Center,St. Louis,6,19,BOS,STL,5,2,31,26,0.421053,0.578947,0.0,0.5,6,6,26,30,21,20,16,14,12,2,0,1,2,2
2025020473,2025-12-09,Canada Life Centre,Winnipeg,25,52,DAL,WPG,4,3,19,33,0.618182,0.381818,0.5,0.0,8,8,8,32,15,10,17,15,5,6,2,0,4,4
2025020474,2025-12-09,Rogers Place,Edmonton,7,22,BUF,EDM,4,3,28,30,0.381818,0.618182,0.333333,0.0,8,12,14,17,12,15,10,14,6,3,2,0,6,4
2025020475,2025-12-09,Bridgestone Arena,Nashville,21,18,COL,NSH,3,4,42,31,0.5,0.5,0.25,0.5,4,8,9,11,7,18,16,14,7,3,1,1,4,2
2025020476,2025-12-10,United Center,Chicago,3,16,NYR,CHI,0,3,21,25,0.680851,0.319149,0.0,0.0,8,6,36,12,13,14,16,9,2,7,0,0,3,3
2025020477,2025-12-10,Scotiabank Saddledome,Calgary,17,20,DET,CGY,4,3,29,37,0.520548,0.479452,0.0,0.0,10,8,20,15,26,5,18,17,2,7,0,0,2,3
2025020478,2025-12-10,Delta Center,Salt Lake City,13,68,FLA,UTA,4,3,36,30,0.491525,0.508475,0.0,0.0,6,4,21,19,15,15,16,13,6,3,0,0,2,3
2025020479,2025-12-10,Climate Pledge Arena,Seattle,26,55,LAK,SEA,2,3,26,33,0.522388,0.477612,0.2,0.428571,14,10,18,18,18,14,16,11,4,4,1,3,5,7
2025020480,2025-12-11,Scotiabank Arena,Toronto,28,10,SJS,TOR,3,2,32,30,0.393443,0.606557,0.0,0.333333,6,4,22,19,13,15,13,16,2,10,0,1,2,3
2025020481,2025-12-11,Prudential Center,Newark,14,1,TBL,NJD,8,4,35,37,0.515152,0.484848,0.666667,0.333333,11,11,15,32,13,13,7,14,2,6,2,1,3,3
2025020482,2025-12-11,UBS Arena,Elmont,24,2,ANA,NYI,2,5,33,37,0.457143,0.542857,0.0,0.5,8,2,15,20,13,18,14,19,3,7,0,2,1,4
2025020483,2025-12-11,Xfinity Mobile Arena,Philadelphia,54,4,VGK,PHI,3,2,22,19,0.543478,0.456522,0.5,0.0,6,4,23,25,16,13,19,10,4,4,1,0,2,3
2025020484,2025-12-11,PPG Paints Arena,Pittsburgh,8,5,MTL,PIT,4,2,29,38,0.409836,0.590164,0.25,0.166667,12,8,12,25,24,19,12,14,1,9,1,1,4,6
2025020485,2025-12-11,Capital One Arena,Washington,12,15,CAR,WSH,3,2,39,25,0.652174,0.347826,0.0,0.0,7,9,29,21,10,21,16,10,7,3,0,0,2,1
2025020486,2025-12-11,Nationwide Arena,Columbus,9,29,OTT,CBJ,6,3,29,27,0.578125,0.421875,0.5,1.0,2,4,18,23,21,12,16,14,6,4,1,1,2,1
2025020487,2025-12-11,Bridgestone Arena,Nashville,19,18,STL,NSH,2,7,26,32,0.519231,0.480769,0.0,0.25,13,11,27,14,10,15,14,11,2,5,0,1,3,4
2025020488,2025-12-11,Grand Casino Arena,St. Paul,25,30,DAL,MIN,2,5,18,32,0.52381,0.47619,1.0,0.0,6,2,12,26,14,20,13,17,8,6,1,0,1,3
2025020489,2025-12-11,Canada Life Centre,Winnipeg,6,52,BOS,WPG,6,3,24,29,0.520833,0.479167,1.0,0.25,13,9,21,24,18,16,15,10,3,6,2,1,2,4
2025020490,2025-12-11,Ball Arena,Denver,13,21,FLA,COL,2,6,25,42,0.303571,0.696429,0.0,0.0,6,4,28,11,13,17,11,21,7,5,0,0,2,3
2025020491,2025-12-11,Rogers Place,Edmonton,17,22,DET,EDM,1,4,28,29,0.458333,0.541667,0.0,0.5,4,4,9,25,11,20,14,14,5,5,0,1,2,2
2025020492,2025-12-11,Rogers Arena,Vancouver,7,23,BUF,VAN,3,2,15,32,0.404762,0.595238,0.5,0.333333,10,8,13,22,26,7,17,14,8,4,1,1,2,3
2025020493,2025-12-12,Enterprise Center,St. Louis,16,19,CHI,STL,2,3,29,26,0.442308,0.557692,0.0,0.0,14,12,19,30,11,13,16,13,4,9,0,0,0,1
2025020494,2025-12-12,Delta Center,Salt Lake City,55,68,SEA,UTA,3,5,37,33,0.516667,0.483333,0.0,0.5,6,10,14,13,25,17,14,15,4,4,0,1,4,2
2025020495,2025-12-13,Prudential Center,Newark,24,1,ANA,NJD,1,4,31,22,0.372881,0.627119,0.0,0.0,4,6,17,17,21,12,16,14,3,5,0,0,3,2
2025020496,2025-12-13,Grand Casino Arena,St. Paul,9,30,OTT,MIN,2,3,36,25,0.564516,0.435484,0.5,0.333333,13,15,30,21,7,19,17,16,5,4,2,1,4,3
2025020497,2025-12-13,PPG Paints Arena,Pittsburgh,28,5,SJS,PIT,6,5,31,43,0.507937,0.492063,0.25,0.6,14,12,17,14,16,21,18,9,6,4,1,3,4,5
2025020498,2025-12-13,UBS Arena,Elmont,14,2,TBL,NYI,2,3,34,17,0.507246,0.492754,0.25,0.25,8,10,27,19,10,20,8,13,6,4,1,1,4,4
2025020499,2025-12-13,Scotiabank Arena,Toronto,22,10,EDM,TOR,6,3,37,28,0.528302,0.471698,0.0,0.0,2,4,17,25,10,15,18,24,5,4,0,0,2,1
2025020500,2025-12-13,Madison Square Garden,New York,8,3,MTL,NYR,4,5,18,29,0.469388,0.530612,0.0,1.0,6,4,21,32,23,18,13,14,7,4,0,2,1,2
2025020501,2025-12-13,Xfinity Mobile Arena,Philadelphia,12,4,CAR,PHI,4,3,21,18,0.435484,0.564516,0.0,0.0,0,4,19,28,3,21,13,18,6,3,0,0,2,0
2025020502,2025-12-13,Nationwide Arena,Columbus,54,29,VGK,CBJ,3,2,26,30,0.419355,0.580645,0.333333,0.0,8,6,15,15,20,19,14,16,5,7,1,0,3,4
2025020503,2025-12-13,Canada Life Centre,Winnipeg,15,52,WSH,WPG,1,5,25,35,0.563636,0.436364,0.2,0.333333,6,10,20,23,16,12,17,11,3,6,1,1,5,3
2025020504,2025-12-13,United Center,Chicago,17,16,DET,CHI,4,0,24,26,0.454545,0.545455,0.0,0.0,6,6,15,30,21,7,13,10,5,2,0,0,3,3
2025020505,2025-12-13,American Airlines Center,Dallas,13,25,FLA,DAL,4,0,23,15,0.527273,0.472727,0.333333,0.0,13,25,22,13,13,18,18,17,3,8,1,0,3,3
2025020506,2025-12-13,Ball Arena,Denver,18,21,NSH,COL,2,4,29,41,0.457627,0.542373,0.333333,0.0,8,6,18,16,19,16,13,15,5,3,1,0,3,4
2025020507,2025-12-13,Crypto.com Arena,Los Angeles,20,26,CGY,LAK,2,1,38,22,0.471429,0.528571,0.0,0.0,9,13,12,13,16,15,23,17,5,7,0,0,4,2
2025020508,2025-12-14,Prudential Center,Newark,23,1,VAN,NJD,2,1,15,26,0.482143,0.517857,0.666667,0.0,6,6,22,18,16,11,12,16,4,4,2,0,3,3
2025020509,2025-12-14,PPG Paints Arena,Pittsburgh,68,5,UTA,PIT,5,4,36,16,0.5,0.5,0.2,0.0,4,10,9,18,7,17,20,15,5,4,1,0,5,2
2025020510,2025-12-14,Lenovo Center,Raleigh,4,12,PHI,CAR,2,3,26,32,0.484375,0.515625,0.0,0.166667,14,10,23,10,18,10,13,17,7,6,0,1,4,6
2025020511,2025-12-14,Grand Casino Arena,St. Paul,6,30,BOS,MIN,2,6,31,31,0.514706,0.485294,0.0,0.666667,6,4,20,14,16,14,14,15,3,5,0,2,2,3
2025020512,2025-12-14,Centre Bell,Montreal,22,8,EDM,MTL,1,4,28,27,0.509091,0.490909,0.2,0.5,8,10,17,20,12,11,20,17,3,4,1,2,5,4
2025020513,2025-12-14,Climate Pledge Arena,Seattle,7,55,BUF,SEA,3,1,23,24,0.468085,0.531915,0.0,0.333333,6,4,17,23,13,11,19,13,5,5,0,1,2,3
2025020514,2025-12-15,Benchmark International Arena,Tampa,13,14,FLA,TBL,5,2,24,28,0.467742,0.532258,0.25,0.0,19,17,25,33,17,3,18,14,5,5,1,0,4,5
2025020515,2025-12-15,Madison Square Garden,New York,24,3,ANA,NYR,4,1,26,27,0.3125,0.6875,0.333333,0.0,8,6,25,20,14,12,15,13,7,4,1,0,3,4
2025020516,2025-12-15,Canada Life Centre,Winnipeg,9,52,OTT,WPG,3,2,31,25,0.456522,0.543478,0.0,0.0,4,6,31,20,14,15,13,12,7,0,0,0,3,2
2025020517,2025-12-15,Enterprise Center,St. Louis,18,19,NSH,STL,5,2,26,22,0.653061,0.346939,0.25,0.333333,15,17,13,22,7,11,13,10,6,2,1,1,4,3
2025020518,2025-12-15,American Airlines Center,Dallas,26,25,LAK,DAL,1,4,28,26,0.5,0.5,0.333333,0.0,6,8,30,19,15,18,20,14,4,2,1,0,3,2
2025020519,2025-12-16,TD Garden,Boston,68,6,UTA,BOS,1,4,21,23,0.483333,0.516667,0.333333,0.25,28,16,21,21,10,23,12,15,4,4,1,1,3,4
2025020520,2025-12-16,Scotiabank Arena,Toronto,16,10,CHI,TOR,2,3,25,27,0.428571,0.571429,0.0,0.333333,6,2,15,29,12,14,13,14,4,4,0,1,1,3
2025020521,2025-12-16,Centre Bell,Montreal,4,8,PHI,MTL,4,1,21,22,0.672414,0.327586,0.0,0.0,4,8,23,21,13,10,15,8,4,2,0,0,3,1
2025020522,2025-12-16,Little Caesars Arena,Detroit,2,17,NYI,DET,2,3,18,21,0.54717,0.45283,0.0,1.0,4,2,16,14,21,19,9,13,3,5,0,2,1,2
2025020523,2025-12-16,Madison Square Garden,New York,23,3,VAN,NYR,3,0,17,23,0.468085,0.531915,0.0,0.0,8,6,20,26,13,6,14,12,4,6,0,0,3,4
2025020524,2025-12-16,PPG Paints Arena,Pittsburgh,22,5,EDM,PIT,6,4,23,30,0.62,0.38,0.75,0.166667,12,8,8,27,19,8,14,16,4,4,3,1,4,6
2025020525,2025-12-16,Nationwide Arena,Columbus,24,29,ANA,CBJ,3,4,27,28,0.423077,0.576923,0.0,0.0,4,8,20,20,21,19,19,17,2,5,0,0,4,2
2025020526,2025-12-16,Grand Casino Arena,St. Paul,15,30,WSH,MIN,0,5,25,32,0.473684,0.526316,0.0,0.25,8,4,18,22,8,21,9,18,4,3,0,1,2,4
2025020527,2025-12-16,SAP Center at San Jose,San Jose,20,28,CGY,SJS,3,6,30,26,0.451613,0.548387,0.0,0.0,2,4,24,24,12,25,16,22,4,5,0,0,2,1
2025020528,2025-12-16,Climate Pledge Arena,Seattle,21,55,COL,SEA,5,3,39,38,0.5,0.5,0.25,0.25,16,16,14,18,14,26,13,19,6,4,1,1,4,4
2025020529,2025-12-17,Amerant Bank Arena,Sunrise,26,13,LAK,FLA,2,3,29,29,0.534483,0.465517,0.25,0.25,8,8,16,28,15,21,12,11,5,5,1,1,4,4
2025020530,2025-12-17,Little Caesars Arena,Detroit,68,17,UTA,DET,4,1,28,28,0.468085,0.531915,0.0,0.25,8,8,21,11,18,15,13,16,4,4,0,1,4,4
2025020531,2025-12-17,Enterprise Center,St. Louis,52,19,WPG,STL,0,1,24,26,0.627907,0.372093,0.0,0.0,20,6,21,14,9,14,19,11,3,4,0,0,2,4
2025020532,2025-12-17,Bridgestone Arena,Nashville,12,18,CAR,NSH,4,1,37,26,0.467532,0.532468,0.25,0.0,6,8,11,23,14,15,12,18,7,6,1,0,4,3
2025020533,2025-12-17,T-Mobile Arena,Paradise,1,54,NJD,VGK,2,1,33,37,0.563636,0.436364,0.0,0.25,8,4,21,21,10,19,11,16,5,6,0,1,2,4
2025020534,2025-12-18,TD Garden,Boston,22,6,EDM,BOS,3,1,25,26,0.460317,0.539683,0.2,0.333333,6,20,21,22,19,11,13,17,3,5,1,1,5,3
2025020535,2025-12-18,KeyBank Center,Buffalo,4,7,PHI,BUF,3,5,27,28,0.535714,0.464286,0.0,0.2,10,6,29,24,10,15,9,25,1,6,0,1,3,5
2025020536,2025-12-18,Centre Bell,Montreal,16,8,CHI,MTL,1,4,15,35,0.340426,0.659574,0.0,0.0,4,4,14,21,8,13,14,10,8,3,0,0,2,2
2025020537,2025-12-18,Canadian Tire Centre,Ottawa,5,9,PIT,OTT,0,4,25,26,0.44898,0.55102,0.0,0.333333,6,4,21,18,13,11,22,10,4,3,0,1,2,3
2025020538,2025-12-18,Benchmark International Arena,Tampa,26,14,LAK,TBL,2,1,20,32,0.453125,0.546875,0.0,0.2,20,2,17,18,22,7,20,9,11,2,0,1,1,5
2025020539,2025-12-18,Capital One Arena,Washington,10,15,TOR,WSH,0,4,22,29,0.541667,0.458333,0.0,0.0,6,10,27,13,13,12,16,18,6,4,0,0,5,3
2025020540,2025-12-18,Nationwide Arena,Columbus,30,29,MIN,CBJ,5,2,28,29,0.358209,0.641791,1.0,0.0,4,2,15,26,18,12,19,16,6,6,1,0,1,2
2025020541,2025-12-18,Enterprise Center,St. Louis,3,19,NYR,STL,2,1,31,27,0.474576,0.525424,0.5,0.0,8,6,24,13,17,7,15,13,5,5,1,0,2,3
2025020542,2025-12-18,Scotiabank Saddledome,Calgary,55,20,SEA,CGY,2,4,23,46,0.42623,0.57377,1.0,0.2,10,2,24,22,14,14,13,8,6,4,1,1,1,5
2025020543,2025-12-18,SAP Center at San Jose,San Jose,25,28,DAL,SJS,5,3,30,37,0.584615,0.415385,1.0,0.0,6,2,16,30,20,11,15,21,6,4,1,0,1,3
2025020544,2025-12-19,Amerant Bank Arena,Sunrise,12,13,CAR,FLA,3,4,29,41,0.417722,0.582278,0.333333,0.0,8,8,27,23,16,14,16,15,8,3,1,0,3,2
2025020545,2025-12-19,UBS Arena,Elmont,23,2,VAN,NYI,4,1,31,24,0.54902,0.45098,0.333333,0.0,8,6,10,21,14,12,17,16,6,3,1,0,3,4
2025020546,2025-12-19,Ball Arena,Denver,52,21,WPG,COL,2,3,22,26,0.509091,0.490909,0.5,0.0,11,9,20,21,15,13,14,12,4,3,1,0,2,3
2025020547,2025-12-19,Delta Center,Salt Lake City,1,68,NJD,UTA,2,1,22,33,0.462963,0.537037,0.2,0.25,8,10,12,20,26,16,13,9,5,2,1,1,5,4
2025020548,2025-12-19,Honda Center,Anaheim,25,24,DAL,ANA,8,3,25,25,0.537037,0.462963,0.333333,0.0,8,18,8,22,21,13,22,18,4,4,1,0,3,3
2025020549,2025-12-20,Madison Square Garden,New York,4,3,PHI,NYR,4,5,32,27,0.508475,0.491525,0.4,0.25,13,15,19,23,21,4,10,23,1,7,2,1,5,4
2025020550,2025-12-20,Capital One Arena,Washington,17,15,DET,WSH,5,2,41,26,0.431373,0.568627,0.0,0.0,4,6,10,32,19,18,18,18,6,2,0,0,3,2
2025020551,2025-12-20,Canadian Tire Centre,Ottawa,16,9,CHI,OTT,4,6,24,40,0.403226,0.596774,0.333333,0.166667,26,10,21,29,17,8,15,7,5,5,1,1,3,6
2025020552,2025-12-20,Grand Casino Arena,St. Paul,22,30,EDM,MIN,2,5,30,37,0.5,0.5,0.5,0.5,4,4,23,25,5,21,11,16,4,7,1,1,2,2
2025020553,2025-12-20,KeyBank Center,Buffalo,2,7,NYI,BUF,2,3,34,32,0.55,0.45,0.333333,0.25,8,6,25,18,8,11,21,18,4,5,1,1,3,4
2025020554,2025-12-20,Amerant Bank Arena,Sunrise,19,13,STL,FLA,6,2,32,29,0.507692,0.492308,0.333333,0.25,8,6,19,26,14,7,11,15,4,2,1,1,3,4
2025020555,2025-12-20,TD Garden,Boston,23,6,VAN,BOS,5,4,23,43,0.389831,0.610169,0.25,0.333333,8,10,29,20,15,11,16,16,5,6,1,1,4,3
2025020556,2025-12-20,Centre Bell,Montreal,5,8,PIT,MTL,0,4,31,21,0.608696,0.391304,0.0,1.0,2,6,24,16,13,16,20,8,4,5,0,1,3,1
2025020557,2025-12-20,Benchmark International Arena,Tampa,12,14,CAR,TBL,4,6,22,29,0.423077,0.576923,0.4,0.0,10,14,23,19,15,15,13,14,6,1,2,0,5,3
2025020558,2025-12-20,Bridgestone Arena,Nashville,10,18,TOR,NSH,3,5,22,34,0.622222,0.377778,0.0,0.5,6,4,21,20,23,12,20,13,2,4,0,1,1,2
2025020559,2025-12-20,Scotiabank Saddledome,Calgary,54,20,VGK,CGY,3,6,37,26,0.479167,0.520833,0.5,0.0,5,9,27,14,13,12,15,9,4,5,1,0,2,0
2025020560,2025-12-20,Honda Center,Anaheim,29,24,CBJ,ANA,3,4,26,28,0.57377,0.42623,0.5,0.0,6,4,12,19,11,26,15,16,4,5,1,0,2,3
2025020561,2025-12-20,SAP Center at San Jose,San Jose,55,28,SEA,SJS,4,2,32,36,0.555556,0.444444,0.0,0.25,8,2,18,19,23,8,9,13,6,7,0,1,1,4
2025020562,2025-12-21,Little Caesars Arena,Detroit,15,17,WSH,DET,2,3,33,27,0.491228,0.508772,0.0,0.5,4,2,11,16,13,18,12,18,3,8,0,1,1,2
2025020563,2025-12-21,Grand Casino Arena,St. Paul,21,30,COL,MIN,5,1,42,29,0.552632,0.447368,0.5,0.0,6,8,17,13,8,25,20,11,6,2,2,0,4,3
2025020564,2025-12-21,TD Garden,Boston,9,6,OTT,BOS,6,2,28,20,0.508197,0.491803,0.5,0.2,54,42,22,32,17,11,22,15,6,2,2,1,4,5
2025020565,2025-12-21,Prudential Center,Newark,7,1,BUF,NJD,3,1,25,27,0.411765,0.588235,0.0,0.0,2,0,20,16,23,13,16,18,7,2,0,0,0,1
2025020566,2025-12-21,PPG Paints Arena,Pittsburgh,8,5,MTL,PIT,3,4,25,31,0.480769,0.519231,0.0,0.333333,8,6,25,30,18,11,19,16,5,4,0,1,2,3
2025020567,2025-12-21,Bridgestone Arena,Nashville,3,18,NYR,NSH,1,2,17,32,0.636364,0.363636,0.0,0.0,4,6,17,18,19,16,19,12,2,6,0,0,3,2
2025020568,2025-12-21,American Airlines Center,Dallas,10,25,TOR,DAL,1,5,28,22,0.608696,0.391304,0.0,0.0,6,8,24,11,9,12,24,10,3,6,0,0,4,3
2025020569,2025-12-21,Delta Center,Salt Lake City,52,68,WPG,UTA,3,4,26,22,0.509434,0.490566,0.333333,0.0,6,6,27,16,15,13,11,13,6,4,1,0,3,3
2025020570,2025-12-21,Rogers Place,Edmonton,54,22,VGK,EDM,3,4,31,21,0.537037,0.462963,0.4,0.666667,6,10,32,24,13,16,17,22,4,2,2,2,5,3
2025020571,2025-12-22,Benchmark International Arena,Tampa,19,14,STL,TBL,1,4,24,17,0.509091,0.490909,0.0,0.5,8,4,27,10,16,15,14,11,4,6,0,2,2,4
2025020572,2025-12-22,Xfinity Mobile Arena,Philadelphia,23,4,VAN,PHI,2,5,25,39,0.578947,0.421053,0.0,0.0,2,4,33,14,18,12,13,12,3,1,0,0,2,1
2025020573,2025-12-22,Honda Center,Anaheim,55,24,SEA,ANA,3,1,21,41,0.42623,0.57377,0.333333,0.0,16,18,24,24,13,12,16,13,4,7,1,0,3,2
2025020574,2025-12-22,Crypto.com Arena,Los Angeles,29,26,CBJ,LAK,3,1,30,24,0.533333,0.466667,0.428571,0.0,12,16,15,19,12,10,14,15,6,4,3,0,7,5
2025020575,2025-12-23,Scotiabank Arena,Toronto,5,10,PIT,TOR,3,6,32,31,0.413793,0.586207,0.0,0.0,6,6,16,19,7,14,14,19,7,6,0,0,1,2
2025020576,2025-12-23,Capital One Arena,Washington,3,15,NYR,WSH,7,3,21,32,0.541667,0.458333,0.25,0.333333,6,8,18,13,18,17,14,11,3,2,1,1,4,3
2025020577,2025-12-23,TD Garden,Boston,8,6,MTL,BOS,6,2,29,28,0.473684,0.526316,0.285714,0.2,32,36,23,27,18,16,11,20,3,7,2,1,7,5
2025020578,2025-12-23,Canadian Tire Centre,Ottawa,7,9,BUF,OTT,3,2,25,26,0.4375,0.5625,0.0,0.333333,8,4,15,19,16,9,10,11,4,5,0,1,1,3
2025020579,2025-12-23,Little Caesars Arena,Detroit,25,17,DAL,DET,3,4,22,25,0.482143,0.517857,0.4,0.666667,6,10,20,16,8,16,15,12,4,4,2,2,5,3
2025020580,2025-12-23,UBS Arena,Elmont,1,2,NJD,NYI,1,2,32,25,0.55,0.45,0.0,0.0,0,0,15,26,20,11,15,14,1,8,0,0,0,0
2025020581,2025-12-23,Lenovo Center,Raleigh,13,12,FLA,CAR,5,2,22,19,0.431373,0.568627,0.25,0.0,6,12,32,35,11,12,17,11,5,5,1,0,4,2
2025020582,2025-12-23,Grand Casino Arena,St. Paul,18,30,NSH,MIN,3,2,29,32,0.607843,0.392157,0.5,0.0,8,10,22,27,10,9,13,15,5,4,2,0,4,3
2025020583,2025-12-23,United Center,Chicago,4,16,PHI,CHI,3,1,26,21,0.372549,0.627451,0.25,0.0,10,10,12,17,16,10,14,17,4,0,1,0,4,4
2025020584,2025-12-23,Ball Arena,Denver,68,21,UTA,COL,0,1,32,26,0.551724,0.448276,0.0,0.0,4,6,16,20,19,21,16,21,3,5,0,0,3,2
2025020585,2025-12-23,Rogers Place,Edmonton,20,22,CGY,EDM,1,5,19,39,0.566038,0.433962,0.0,0.5,89,65,27,14,13,21,21,15,5,5,0,3,4,6
2025020586,2025-12-23,T-Mobile Arena,Paradise,28,54,SJS,VGK,2,7,23,26,0.526316,0.473684,0.0,0.25,8,4,25,13,6,9,15,20,6,6,0,1,1,4
2025020587,2025-12-23,Crypto.com Arena,Los Angeles,55,26,SEA,LAK,3,2,28,37,0.478873,0.521127,0.5,0.0,6,4,17,25,19,5,13,15,6,5,1,0,2,3
2025020588,2025-12-27,UBS Arena,Elmont,3,2,NYR,NYI,0,2,27,26,0.578947,0.421053,0.0,0.0,12,8,24,14,17,19,9,15,4,9,0,0,3,5
2025020589,2025-12-27,KeyBank Center,Buffalo,6,7,BOS,BUF,1,4,23,34,0.576923,0.423077,0.0,0.0,6,2,27,18,12,13,17,19,4,8,0,0,1,3
2025020590,2025-12-27,Scotiabank Arena,Toronto,9,10,OTT,TOR,5,7,31,33,0.563636,0.436364,0.0,0.666667,8,4,30,32,6,7,18,17,4,6,0,2,1,3
2025020591,2025-12-27,Amerant Bank Arena,Sunrise,14,13,TBL,FLA,4,2,25,26,0.48,0.52,0.0,0.1,87,49,32,27,17,9,10,10,5,3,0,1,6,10
2025020592,2025-12-27,Prudential Center,Newark,15,1,WSH,NJD,4,3,33,38,0.660714,0.339286,0.0,0.5,6,4,14,17,21,10,10,15,4,8,0,1,1,2
2025020593,2025-12-27,Lenovo Center,Raleigh,17,12,DET,CAR,2,5,20,38,0.569231,0.430769,0.5,0.0,4,6,22,22,17,6,16,17,2,8,1,0,2,1
2025020594,2025-12-27,Canada Life Centre,Winnipeg,30,52,MIN,WPG,4,3,19,26,0.466667,0.533333,0.25,0.0,11,13,19,16,18,15,17,14,5,3,1,0,4,3
2025020595,2025-12-27,Enterprise Center,St. Louis,18,19,NSH,STL,2,3,32,20,0.377358,0.622642,0.0,0.5,4,4,17,25,3,19,13,17,3,5,0,1,2,2
